TIME PERIOD,PRODUCT,TOTAL DOLS (000),NETWORK TV DOLS (000),CABLE TV DOLS (000),SPOT TV DOLS (000),MAGAZINES DOLS (000),SUNDAY MAGS DOLS (000),NATL NEWSP DOLS (000),NEWSPAPER DOLS (000),NETWORK RADIO DOLS (000),NAT SPOT RADIO DOLS (000),OUTDOOR DOLS (000)
"WEEK OF JUL 21, 2014 (B)",Adidas Battle Pack : Soccer Shoes,532.9,0,0,0,532.9,0,0,0,0,0,0
"WEEK OF JUL 21, 2014 (B)",ADIDAS FACTORY OUTLET : Family,4.7,0,0,0,0,0,0,0,0,4.7,0
"WEEK OF JUL 21, 2014 (B)",Adidas Gripmore : Golf Shoes,0.4,0,0.4,0,0,0,0,0,0,0,0
"WEEK OF JUL 28, 2014 (B)",Adidas : Golf Shoes,44.7,0,44.7,0,0,0,0,0,0,0,0
"WEEK OF JUL 28, 2014 (B)",Adidas Clothing Store : Men & Women,10.2,0,0,0,0,0,0,0,0,0,10.2
"WEEK OF JUL 28, 2014 (B)",ADIDAS FACTORY OUTLET : Family,5.4,0,0,0,0,0,0,0,0,5.4,0
"WEEK OF JUL 28, 2014 (B)",Adidas Gripmore : Golf Shoes,1.9,0,1.9,0,0,0,0,0,0,0,0
"WEEK OF JUL 28, 2014 (B)",Adidas Shoe Store : Men & Women,2.3,0,0,0,0,0,0,0,0,0,2.3
"WEEK OF AUG 04, 2014 (B)",ADIDAS FACTORY OUTLET : Family,6.4,0,0,0,0,0,0,0,0,6.4,0
"WEEK OF AUG 04, 2014 (B)",Adidas Predator : Soccer Shoes,6.4,0,6.4,0,0,0,0,0,0,0,0
"WEEK OF AUG 11, 2014 (B)",ADIDAS FACTORY OUTLET : Family,6.4,0,0,0,0,0,0,0,0,6.4,0
"WEEK OF AUG 11, 2014 (B)",Adidas Predator : Soccer Shoes,9.5,0,9.5,0,0,0,0,0,0,0,0
"WEEK OF AUG 11, 2014 (B)",Adidas Shoe Store : Family,1.4,0,0,0,0,0,0,1.4,0,0,0
"WEEK OF AUG 11, 2014 (B)",Adidas Shoe Store : Men & Women,6.5,0,0,0,0,0,0,6.5,0,0,0
"WEEK OF AUG 11, 2014 (B)",Adidas Tent Sale : Sponsored Event,4.1,0,0,0,0,0,0,4.1,0,0,0
"WEEK OF AUG 18, 2014 (B)",ADIDAS FACTORY OUTLET : Family,6.4,0,0,0,0,0,0,0,0,6.4,0
"WEEK OF AUG 18, 2014 (B)",Adidas Predator : Soccer Shoes,6.4,0,6.4,0,0,0,0,0,0,0,0
"WEEK OF AUG 25, 2014 (B)",Adidas : Soccer Shoes,19,19,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 25, 2014 (B)",ADIDAS FACTORY OUTLET : Family,6.4,0,0,0,0,0,0,0,0,6.4,0
"WEEK OF AUG 25, 2014 (B)",Adidas Predator : Soccer Shoes,12.7,0,12.7,0,0,0,0,0,0,0,0
"WEEK OF AUG 25, 2014 (B)",Adidas Tent Sale : Sponsored Event,1.2,0,0,0,0,0,0,1.2,0,0,0
"WEEK OF SEP 01, 2014 (B)",Adidas : Sneakers & Sportswear Men & Women,4,0,0,0,0,0,0,0,0,0,4
"WEEK OF SEP 01, 2014 (B)",Adidas : Sportswear Men & Women,17.4,0,0,0,0,0,0,0,0,0,17.4
"WEEK OF SEP 01, 2014 (B)",Adidas Boost : Sneakers Men,148.6,0,0,0,148.6,0,0,0,0,0,0
"WEEK OF SEP 01, 2014 (B)",Adidas Boost : Sneakers Women,297.2,0,0,0,297.2,0,0,0,0,0,0
"WEEK OF SEP 01, 2014 (B)",ADIDAS FACTORY OUTLET : Family,1.4,0,0,0,0,0,0,0,0,1.4,0
"WEEK OF SEP 01, 2014 (B)",Adidas Predator : Soccer Shoes,21.3,0,21.3,0,0,0,0,0,0,0,0
"WEEK OF SEP 01, 2014 (B)",Adidas Shoe Store : Men & Women,4.2,0,0,0,0,0,0,0,0,0,4.2
"WEEK OF SEP 08, 2014 (B)",ADIDAS FACTORY OUTLET : Family,1.4,0,0,0,0,0,0,0,0,1.4,0
"WEEK OF SEP 08, 2014 (B)",Adidas Predator : Soccer Shoes,20.5,0,20.5,0,0,0,0,0,0,0,0
"WEEK OF SEP 08, 2014 (B)",Adidas Warehouse : Men & Women,3.4,0,0,0,0,0,0,3.4,0,0,0
"WEEK OF SEP 15, 2014 (B)",ADIDAS FACTORY OUTLET : Family,1.4,0,0,0,0,0,0,0,0,1.4,0
"WEEK OF SEP 15, 2014 (B)",Adidas Predator : Soccer Shoes,21.2,0,21.2,0,0,0,0,0,0,0,0
"WEEK OF SEP 15, 2014 (B)",Adidas Red Rising : Athleticwear Men,27.6,0,0,0,0,0,0,27.6,0,0,0
"WEEK OF SEP 22, 2014 (B)",ADIDAS FACTORY OUTLET : Family,1.4,0,0,0,0,0,0,0,0,1.4,0
"WEEK OF SEP 22, 2014 (B)",Adidas Predator : Soccer Shoes,34.1,0,34.1,0,0,0,0,0,0,0,0
"WEEK OF SEP 22, 2014 (B)",Adidas Red Rising : Athleticwear Men,22,0,0,0,0,0,0,22,0,0,0
"WEEK OF SEP 29, 2014 (B)",Adidas : Soccer Shoes,10,10,0,0,0,0,0,0,0,0,0
"WEEK OF SEP 29, 2014 (B)",Adidas : Sportswear Men & Women,18.1,0,0,0,0,0,0,0,0,0,18.1
"WEEK OF SEP 29, 2014 (B)",Adidas Energy Boost ESM : Sneakers Women,594.4,0,0,0,594.4,0,0,0,0,0,0
"WEEK OF SEP 29, 2014 (B)",ADIDAS FACTORY OUTLET : Family,2.6,0,0,0,0,0,0,0,0,2.6,0
"WEEK OF SEP 29, 2014 (B)",Adidas Predator : Soccer Shoes,24.7,0,24.7,0,0,0,0,0,0,0,0
"WEEK OF SEP 29, 2014 (B)",Adidas Shoe Store : Men & Women,11.4,0,0,0,0,0,0,5.4,0,0,6
"WEEK OF OCT 06, 2014 (B)",ADIDAS FACTORY OUTLET : Family,3.1,0,0,0,0,0,0,0,0,3.1,0
"WEEK OF OCT 06, 2014 (B)",Adidas Predator : Soccer Shoes,15.2,0,15.2,0,0,0,0,0,0,0,0
"WEEK OF OCT 06, 2014 (B)",Adidas Shoe Store : Men & Women,1.9,0,0,0,0,0,0,1.9,0,0,0
"WEEK OF OCT 06, 2014 (B)",Adidas Warehouse : Men & Women,5.9,0,0,0,0,0,0,5.9,0,0,0
"WEEK OF OCT 13, 2014 (B)",ADIDAS FACTORY OUTLET : Family,3.1,0,0,0,0,0,0,0,0,3.1,0
"WEEK OF OCT 13, 2014 (B)",Adidas Predator : Soccer Shoes,77.7,54,23.7,0,0,0,0,0,0,0,0
"WEEK OF OCT 20, 2014 (B)",Adidas Clothing Store : Men & Women,5.2,0,0,0,0,0,0,5.2,0,0,0
"WEEK OF OCT 20, 2014 (B)",ADIDAS FACTORY OUTLET : Family,3.1,0,0,0,0,0,0,0,0,3.1,0
"WEEK OF OCT 20, 2014 (B)",Adidas Predator : Soccer Shoes,79.3,60,19.3,0,0,0,0,0,0,0,0
"WEEK OF OCT 27, 2014 (B)",Adidas : Sneakers Men,31.7,0,16.9,14.7,0,0,0,0,0,0,0
"WEEK OF OCT 27, 2014 (B)",Adidas : Sportswear Men & Women,14.4,0,0,0,0,0,0,0,0,0,14.4
"WEEK OF OCT 27, 2014 (B)",Adidas Clothing Store : Men & Women,3.3,0,0,0,0,0,0,0,0,0,3.3
"WEEK OF OCT 27, 2014 (B)",ADIDAS FACTORY OUTLET : Family,2.8,0,0,0,0,0,0,0,0,2.8,0
"WEEK OF OCT 27, 2014 (B)",Adidas Predator : Soccer Shoes,22.3,0,22.3,0,0,0,0,0,0,0,0
"WEEK OF OCT 27, 2014 (B)",Adidas Shoe Store : Men & Women,16.1,0,0,0,0,0,0,0,0,0,16.1
"WEEK OF OCT 27, 2014 (B)",Adidas Tent Sale : Sponsored Event,1.6,0,0,0,0,0,0,1.6,0,0,0
"WEEK OF NOV 03, 2014 (B)",Adidas : Sneakers Men,26.1,0,16.3,9.7,0,0,0,0,0,0,0
"WEEK OF NOV 03, 2014 (B)",ADIDAS FACTORY OUTLET : Family,2.3,0,0,0,0,0,0,0,0,2.3,0
"WEEK OF NOV 03, 2014 (B)",Adidas Predator : Soccer Shoes,126.9,90,36.9,0,0,0,0,0,0,0,0
"WEEK OF NOV 10, 2014 (B)",Adidas : Sneakers Men,7.3,0,0,7.3,0,0,0,0,0,0,0
"WEEK OF NOV 10, 2014 (B)",ADIDAS FACTORY OUTLET : Family,2.3,0,0,0,0,0,0,0,0,2.3,0
"WEEK OF NOV 10, 2014 (B)",Adidas Predator : Soccer Shoes,87.3,0,87.3,0,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",Adidas : Sneakers Men,7.9,0,0,7.9,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",ADIDAS FACTORY OUTLET : Family,2.3,0,0,0,0,0,0,0,0,2.3,0
"WEEK OF NOV 17, 2014 (B)",Adidas Predator : Soccer Shoes,124.2,90,34.2,0,0,0,0,0,0,0,0
"WEEK OF NOV 17, 2014 (B)",Adidas Shoe Store : Men & Women,7.5,0,0,0,0,0,0,7.5,0,0,0
"WEEK OF NOV 24, 2014 (B)",Adidas : Sneakers Men,7.3,0,0,7.3,0,0,0,0,0,0,0
"WEEK OF NOV 24, 2014 (B)",ADIDAS FACTORY OUTLET : Family,2.3,0,0,0,0,0,0,0,0,2.3,0
"WEEK OF NOV 24, 2014 (B)",Adidas Predator : Soccer Shoes,31.9,0,31.9,0,0,0,0,0,0,0,0
"WEEK OF NOV 24, 2014 (B)",Adidas Shoe Store : Men & Women,7.4,0,0,0,0,0,0,7.4,0,0,0
"WEEK OF DEC 01, 2014 (B)",Adidas : Sportswear Men & Women,17.3,0,0,0,0,0,0,0,0,0,17.3
"WEEK OF DEC 01, 2014 (B)",Adidas Clothing Store : Men & Women,10,0,0,0,0,0,0,0,0,0,10
"WEEK OF DEC 01, 2014 (B)",ADIDAS FACTORY OUTLET : Family,3.7,0,0,0,0,0,0,0,0,3.7,0
"WEEK OF DEC 01, 2014 (B)",Adidas Outlet Store : Apparel Retailer,8.2,0,0,0,0,0,0,0,0,0,8.2
"WEEK OF DEC 01, 2014 (B)",Adidas Shoe Store : Family,9,0,0,0,0,0,0,0,0,0,9
"WEEK OF DEC 01, 2014 (B)",Adidas Shoe Store : Men & Women,50.3,0,0,0,0,0,0,0,0,0,50.3
"WEEK OF DEC 08, 2014 (B)",Adidas Clothing Store : Men & Women,5.2,0,0,0,0,0,0,5.2,0,0,0
"WEEK OF DEC 08, 2014 (B)",ADIDAS FACTORY OUTLET : Family,3.7,0,0,0,0,0,0,0,0,3.7,0
"WEEK OF DEC 08, 2014 (B)",Adidas Shoe Store : Men & Women,2.3,0,0,0,0,0,0,2.3,0,0,0
"WEEK OF DEC 08, 2014 (B)",Adidas ZX Flux : Sneakers Men,484.4,0,0,0,484.4,0,0,0,0,0,0
"WEEK OF DEC 15, 2014 (B)",ADIDAS FACTORY OUTLET : Family,3.7,0,0,0,0,0,0,0,0,3.7,0
"WEEK OF DEC 15, 2014 (B)",Adidas Predator : Soccer Shoes,50,50,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 22, 2014 (B)",ADIDAS FACTORY OUTLET : Family,3.7,0,0,0,0,0,0,0,0,3.7,0
"WEEK OF DEC 22, 2014 (B)",Adidas Predator : Soccer Shoes,31.2,0,31.2,0,0,0,0,0,0,0,0
"WEEK OF DEC 22, 2014 (B)",Adidas Shoe Store : Men & Women,2.3,0,0,0,0,0,0,2.3,0,0,0
"WEEK OF DEC 22, 2014 (B)",Adidas Warehouse : Men & Women,5.2,0,0,0,0,0,0,5.2,0,0,0
"WEEK OF DEC 29, 2014 (B)",Adidas : Footwear & RTW Men & Women,435.3,0,0,0,0,0,0,0,0,0,435.3
"WEEK OF DEC 29, 2014 (B)",Adidas : RTW Men & Women,655,0,0,0,0,0,0,0,0,0,655
"WEEK OF DEC 29, 2014 (B)",ADIDAS FACTORY OUTLET : Family,1.7,0,0,0,0,0,0,0,0,1.7,0
"WEEK OF DEC 29, 2014 (B)",Adidas Outlet Store : Apparel Retailer,1.4,0,0,0,0,0,0,0,0,0,1.4
"WEEK OF DEC 29, 2014 (B)",Adidas Shoe Store : Family,1.5,0,0,0,0,0,0,0,0,0,1.5
"WEEK OF DEC 29, 2014 (B)",Adidas Shoe Store : Men & Women,740.1,0,0,0,0,0,0,0,0,0,740.1
"WEEK OF JAN 05, 2015 (B)",ADIDAS FACTORY OUTLET : Family,0.2,0,0,0,0,0,0,0,0,0.2,0
"WEEK OF JAN 12, 2015 (B)",Adidas Clothing Store : Men & Women,7.3,0,0,0,0,0,0,7.3,0,0,0
"WEEK OF JAN 12, 2015 (B)",ADIDAS FACTORY OUTLET : Family,0.2,0,0,0,0,0,0,0,0,0.2,0
"WEEK OF JAN 12, 2015 (B)",Adidas Shoe Store : Men & Women,3.6,0,0,0,0,0,0,3.6,0,0,0
"WEEK OF JAN 12, 2015 (B)",Adidas Tent Sale : Sponsored Event,6.1,0,0,0,0,0,0,6.1,0,0,0
"WEEK OF JAN 19, 2015 (B)",ADIDAS FACTORY OUTLET : Family,0.2,0,0,0,0,0,0,0,0,0.2,0
"WEEK OF JAN 26, 2015 (B)",Adidas : Athleticwear & Sneakers Women,84.2,0,0,0,84.2,0,0,0,0,0,0
"WEEK OF JAN 26, 2015 (B)",Adidas : Athleticwear Women,299.3,0,0,0,299.3,0,0,0,0,0,0
"WEEK OF JAN 26, 2015 (B)",ADIDAS FACTORY OUTLET : Family,0.5,0,0,0,0,0,0,0,0,0.5,0
"WEEK OF JAN 26, 2015 (B)",Adidas Shoe Store : Men & Women,38.1,0,0,0,0,0,0,1.8,0,0,36.3
"WEEK OF JAN 26, 2015 (B)",Shamrock Run & Festival/Adidas & Northwest Honda Dealer Assn : Sponsored Event,1.9,0,0,1.9,0,0,0,0,0,0,0
"WEEK OF FEB 02, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.2,0,0,0,0,0,0,0,0,2.2,0
"WEEK OF FEB 09, 2015 (B)",Adidas : Apparel,399.7,0,399.7,0,0,0,0,0,0,0,0
"WEEK OF FEB 09, 2015 (B)",Adidas AdiPower Boost : Golf Shoes,52.8,0,52.8,0,0,0,0,0,0,0,0
"WEEK OF FEB 09, 2015 (B)",Adidas Boost : Golf Shoes,10.9,0,10.9,0,0,0,0,0,0,0,0
"WEEK OF FEB 09, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.2,0,0,0,0,0,0,0,0,2.2,0
"WEEK OF FEB 16, 2015 (B)",Adidas & Phoenix Suns : Combo,42.6,0,0,0,0,0,0,42.6,0,0,0
"WEEK OF FEB 16, 2015 (B)",Adidas : Apparel,982.5,0,982.5,0,0,0,0,0,0,0,0
"WEEK OF FEB 16, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.2,0,0,0,0,0,0,0,0,2.2,0
"WEEK OF FEB 16, 2015 (B)",Adidas Warehouse : Men & Women,8.4,0,0,0,0,0,0,8.4,0,0,0
"WEEK OF FEB 23, 2015 (B)",Adidas : Apparel,1178.2,0,1178.2,0,0,0,0,0,0,0,0
"WEEK OF FEB 23, 2015 (B)",Adidas : Athleticwear & Sneakers Men,56.9,0,56.9,0,0,0,0,0,0,0,0
"WEEK OF FEB 23, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,310.3,0,310.3,0,0,0,0,0,0,0,0
"WEEK OF FEB 23, 2015 (B)",Adidas : Athleticwear & Sneakers Women,312,0,0,0,312,0,0,0,0,0,0
"WEEK OF FEB 23, 2015 (B)",Adidas : Sneakers & Sportswear Men,156,0,0,0,156,0,0,0,0,0,0
"WEEK OF FEB 23, 2015 (B)",Adidas AdiPower Boost : Golf Shoes,428.8,427.5,1.3,0,0,0,0,0,0,0,0
"WEEK OF FEB 23, 2015 (B)",ADIDAS AMERICA STORE,7.7,0,0,0,0,0,0,0,0,0,7.7
"WEEK OF FEB 23, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.2,0,0,0,0,0,0,0,0,2.2,0
"WEEK OF FEB 23, 2015 (B)",Adidas Shoe Store : Family,2.3,0,0,0,0,0,0,0,0,0,2.3
"WEEK OF FEB 23, 2015 (B)",Adidas Shoe Store : Men & Women,49.6,0,0,0,0,0,0,0,0,0,49.6
"WEEK OF FEB 23, 2015 (B)",Adidas Sports Performance Store : Sporting Goods Store,2.2,0,0,0,0,0,0,0,0,0,2.2
"WEEK OF FEB 23, 2015 (B)",Adidas ZX Flux : Sneakers Men & Women,7.6,0,0,0,0,0,0,0,0,0,7.6
"WEEK OF FEB 23, 2015 (B)",Shamrock Run & Festival/Adidas & Northwest Honda Dealer Assn : Sponsored Event,1.2,0,0,1.2,0,0,0,0,0,0,0
"WEEK OF MAR 02, 2015 (B)",Adidas : Apparel,1441,0,1441,0,0,0,0,0,0,0,0
"WEEK OF MAR 02, 2015 (B)",Adidas : Athleticwear & Sneakers Men,97.8,0,97.8,0,0,0,0,0,0,0,0
"WEEK OF MAR 02, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,298.5,0,298.5,0,0,0,0,0,0,0,0
"WEEK OF MAR 02, 2015 (B)",Adidas AdiPower Boost : Golf Shoes,615.8,480,135.8,0,0,0,0,0,0,0,0
"WEEK OF MAR 02, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.1,0,0,0,0,0,0,0,0,2.1,0
"WEEK OF MAR 02, 2015 (B)",Shamrock Run & Festival/Adidas & Northwest Honda Dealer Assn : Sponsored Event,1.1,0,0,1.1,0,0,0,0,0,0,0
"WEEK OF MAR 09, 2015 (B)",Adidas : Apparel,1.4,0,1.4,0,0,0,0,0,0,0,0
"WEEK OF MAR 09, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,162.6,162.6,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 09, 2015 (B)",Adidas : Sneakers Men,162.6,162.6,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 09, 2015 (B)",Adidas AdiPower Boost : Golf Shoes,66.7,0,66.7,0,0,0,0,0,0,0,0
"WEEK OF MAR 09, 2015 (B)",Adidas Boost : Sneakers Men,220,220,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 09, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.1,0,0,0,0,0,0,0,0,2.1,0
"WEEK OF MAR 09, 2015 (B)",Adidas Tent Sale : Sponsored Event,4.3,0,0,0,0,0,0,4.3,0,0,0
"WEEK OF MAR 09, 2015 (B)",Adidas Warehouse : Men & Women,2.3,0,0,0,0,0,0,2.3,0,0,0
"WEEK OF MAR 09, 2015 (B)",Shamrock Run & Festival/Adidas & Northwest Honda Dealer Assn : Sponsored Event,1.7,0,0,1.7,0,0,0,0,0,0,0
"WEEK OF MAR 16, 2015 (B)",Adidas : Apparel,701.9,0,701.9,0,0,0,0,0,0,0,0
"WEEK OF MAR 16, 2015 (B)",Adidas : Athleticwear & Sneakers Men,76.3,0,76.3,0,0,0,0,0,0,0,0
"WEEK OF MAR 16, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,456.3,0,456.3,0,0,0,0,0,0,0,0
"WEEK OF MAR 16, 2015 (B)",Adidas AdiPower Boost : Golf Shoes,35.4,0,35.4,0,0,0,0,0,0,0,0
"WEEK OF MAR 16, 2015 (B)",Adidas Boost : Golf Shoes,0.1,0,0.1,0,0,0,0,0,0,0,0
"WEEK OF MAR 16, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.1,0,0,0,0,0,0,0,0,2.1,0
"WEEK OF MAR 16, 2015 (B)",Adidas Warehouse : Men & Women,6.3,0,0,0,0,0,0,6.3,0,0,0
"WEEK OF MAR 23, 2015 (B)",Adidas : Apparel,260.3,0,260.3,0,0,0,0,0,0,0,0
"WEEK OF MAR 23, 2015 (B)",Adidas : Athleticwear & Sneakers Men,79.5,0,79.5,0,0,0,0,0,0,0,0
"WEEK OF MAR 23, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,555.2,81.3,473.9,0,0,0,0,0,0,0,0
"WEEK OF MAR 23, 2015 (B)",Adidas : Corporate Promotion,56.4,0,56.4,0,0,0,0,0,0,0,0
"WEEK OF MAR 23, 2015 (B)",Adidas : Sneakers Men,142.9,81.3,61.6,0,0,0,0,0,0,0,0
"WEEK OF MAR 23, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.1,0,0,0,0,0,0,0,0,2.1,0
"WEEK OF MAR 30, 2015 (B)",Adidas : Apparel,1072.4,0,1064.9,0,0,0,0,0,0,0,7.5
"WEEK OF MAR 30, 2015 (B)",Adidas : Athleticwear & Sneakers Men,6.9,0,6.9,0,0,0,0,0,0,0,0
"WEEK OF MAR 30, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,823.4,0,823.4,0,0,0,0,0,0,0,0
"WEEK OF MAR 30, 2015 (B)",Adidas : Sneakers Men,40.2,0,40.2,0,0,0,0,0,0,0,0
"WEEK OF MAR 30, 2015 (B)",Adidas : Sporting Equipment,19.9,0,0,0,0,0,0,0,0,0,19.9
"WEEK OF MAR 30, 2015 (B)",Adidas AdiPower Boost : Golf Shoes,233.1,210,23.1,0,0,0,0,0,0,0,0
"WEEK OF MAR 30, 2015 (B)",ADIDAS AMERICA STORE,148.2,0,0,0,0,0,0,0,0,0,148.2
"WEEK OF MAR 30, 2015 (B)",Adidas Boost : Golf Shoes,15.4,0,15.4,0,0,0,0,0,0,0,0
"WEEK OF MAR 30, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.1,0,0,0,0,0,0,0,0,2.1,0
"WEEK OF MAR 30, 2015 (B)",Adidas Shoe Store : Family,2.3,0,0,0,0,0,0,0,0,0,2.3
"WEEK OF MAR 30, 2015 (B)",Adidas Sports Performance Store : Sporting Goods Store,5.5,0,0,0,0,0,0,0,0,0,5.5
"WEEK OF MAR 30, 2015 (B)",Adidas ZX Flux : Sneakers Men & Women,12.4,0,0,0,0,0,0,0,0,0,12.4
"WEEK OF APR 06, 2015 (B)",Adidas & Kids Foot Locker : Combo Vignette,17.5,0,17.5,0,0,0,0,0,0,0,0
"WEEK OF APR 06, 2015 (B)",Adidas : Apparel,3129.1,3127.8,1.3,0,0,0,0,0,0,0,0
"WEEK OF APR 06, 2015 (B)",Adidas AdiPower Boost : Golf Shoes,39.8,0,39.8,0,0,0,0,0,0,0,0
"WEEK OF APR 06, 2015 (B)",Adidas Boost : Golf Shoes,16.6,0,16.6,0,0,0,0,0,0,0,0
"WEEK OF APR 06, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.1,0,0,0,0,0,0,0,0,2.1,0
"WEEK OF APR 13, 2015 (B)",Adidas AdiPower Boost : Golf Shoes,0.7,0,0.7,0,0,0,0,0,0,0,0
"WEEK OF APR 13, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.1,0,0,0,0,0,0,0,0,2.1,0
"WEEK OF APR 13, 2015 (B)",Adidas ZX Flux : Sneakers Men,518.8,0,0,0,518.8,0,0,0,0,0,0
"WEEK OF APR 20, 2015 (B)",Adidas & Kids Foot Locker : Combo Vignette,91,0,91,0,0,0,0,0,0,0,0
"WEEK OF APR 20, 2015 (B)",Adidas : Sneakers Men,8.4,0,8.4,0,0,0,0,0,0,0,0
"WEEK OF APR 20, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.1,0,0,0,0,0,0,0,0,2.1,0
"WEEK OF APR 20, 2015 (B)",Adidas Shoe Store : Men & Women,3.3,0,0,0,0,0,0,3.3,0,0,0
"WEEK OF APR 27, 2015 (B)",Adidas & Kids Foot Locker : Combo Vignette,74.6,0,74.6,0,0,0,0,0,0,0,0
"WEEK OF APR 27, 2015 (B)",Adidas : Apparel,12.1,0,0,0,0,0,0,0,0,0,12.1
"WEEK OF APR 27, 2015 (B)",Adidas : Athleticwear & Sneakers Men,33.3,0,33.3,0,0,0,0,0,0,0,0
"WEEK OF APR 27, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,146.8,0,146.8,0,0,0,0,0,0,0,0
"WEEK OF APR 27, 2015 (B)",Adidas : Athleticwear Men,30.1,0,30.1,0,0,0,0,0,0,0,0
"WEEK OF APR 27, 2015 (B)",Adidas : Athleticwear Men & Women,4,0,0,0,0,0,0,4,0,0,0
"WEEK OF APR 27, 2015 (B)",Adidas : Corporate Promotion,153.7,0,153.7,0,0,0,0,0,0,0,0
"WEEK OF APR 27, 2015 (B)",Adidas : Golf Shoes & Jackets Men,192,192,0,0,0,0,0,0,0,0,0
"WEEK OF APR 27, 2015 (B)",Adidas : Sneakers & Sportswear Men & Women,2.8,0,2.8,0,0,0,0,0,0,0,0
"WEEK OF APR 27, 2015 (B)",Adidas : Sneakers Men,72.6,0,72.6,0,0,0,0,0,0,0,0
"WEEK OF APR 27, 2015 (B)",Adidas : Sporting Equipment,2,0,0,0,0,0,0,0,0,0,2
"WEEK OF APR 27, 2015 (B)",Adidas AdiPower Boost : Golf Shoes,386,192,194,0,0,0,0,0,0,0,0
"WEEK OF APR 27, 2015 (B)",Adidas Boost : Golf Shoes,0.3,0,0.3,0,0,0,0,0,0,0,0
"WEEK OF APR 27, 2015 (B)",ADIDAS FACTORY OUTLET : Family,2.5,0,0,0,0,0,0,0,0,2.5,0
"WEEK OF APR 27, 2015 (B)",Adidas Shoe Store : Family,2.3,0,0,0,0,0,0,0,0,0,2.3
"WEEK OF APR 27, 2015 (B)",Adidas Sports Performance Store : Sporting Goods Store,5.6,0,0,0,0,0,0,0,0,0,5.6
"WEEK OF APR 27, 2015 (B)",Adidas Ultra Boost : Sneakers Men & Women,327.7,0,0,0,327.7,0,0,0,0,0,0
"WEEK OF APR 27, 2015 (B)",Adidas Warehouse : Men & Women,1.8,0,0,0,0,0,0,1.8,0,0,0
"WEEK OF APR 27, 2015 (B)",Adidas ZX Flux : Sneakers Men & Women,6.4,0,0,0,0,0,0,0,0,0,6.4
"WEEK OF MAY 04, 2015 (B)",Adidas : Apparel,375.8,375.8,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 04, 2015 (B)",Adidas Climacool Athleticwear Men & Adidas Climawarm Athleticwear Men : Combo,3.4,0,3.4,0,0,0,0,0,0,0,0
"WEEK OF MAY 04, 2015 (B)",ADIDAS FACTORY OUTLET : Family,3.1,0,0,0,0,0,0,0,0,3.1,0
"WEEK OF MAY 11, 2015 (B)",Adidas : Apparel,34.5,0,34.5,0,0,0,0,0,0,0,0
"WEEK OF MAY 11, 2015 (B)",Adidas : Athleticwear & Sneakers Men & Women,2422.7,0,2422.7,0,0,0,0,0,0,0,0
"WEEK OF MAY 11, 2015 (B)",Adidas : Athleticwear Family,0.1,0,0.1,0,0,0,0,0,0,0,0
"WEEK OF MAY 11, 2015 (B)",Adidas : Corporate Promotion,55.9,0,55.9,0,0,0,0,0,0,0,0
"WEEK OF MAY 11, 2015 (B)",Adidas : Sneakers & Sportswear Men & Women,270.4,0,270.4,0,0,0,0,0,0,0,0
"WEEK OF MAY 11, 2015 (B)",Adidas : Sneakers Men,9.9,0,9.9,0,0,0,0,0,0,0,0
"WEEK OF MAY 11, 2015 (B)",Adidas : Sportswear Men & Women,87.5,0,87.5,0,0,0,0,0,0,0,0
"WEEK OF MAY 11, 2015 (B)",Adidas AdiPower Boost : Golf Shoes,43.8,0,43.8,0,0,0,0,0,0,0,0
"WEEK OF MAY 11, 2015 (B)",Adidas Climacool Athleticwear Men & Adidas Climawarm Athleticwear Men : Combo,18.8,0,18.8,0,0,0,0,0,0,0,0
"WEEK OF MAY 11, 2015 (B)",ADIDAS FACTORY OUTLET : Family,3.1,0,0,0,0,0,0,0,0,3.1,0
